review_id,product_id,user_id,rating,review_text,helpful_votes,verified_purchase,review_date
R0002323,P00023,U001036,5,Perfect quality and fast shipping.,190,True,2020-10-02
R0002324,P00250,U000561,4,Very happy with the purchase overall.,206,False,2019-10-18
R0002325,P00297,U001409,3,Neither great nor terrible. Fair price.,43,True,2023-03-04
R0002326,P00212,U001446,2,Would not buy this again.,46,False,2024-11-05
R0002327,P00301,U000189,4,"Good value for money, will recommend.",211,False,2020-07-04
R0002328,P00149,U001014,4,"High quality, just as expected.",239,True,2019-08-02
R0002329,P00132,U000582,5,Exceeded all my expectations. Would buy again.,40,False,2023-02-10
R0002330,P00402,U001574,4,"Works great, delivery was slightly delayed.",8,True,2019-12-02
R0002331,P00029,U000030,5,Absolutely love this product! Highly recommend.,121,False,2019-12-14
R0002332,P00038,U000238,4,"Really good product, minor packaging issue.",50,True,2020-12-08
R0002333,P00235,U000966,5,Best purchase I've made in years.,16,True,2022-11-22
R0002334,P00068,U001867,5,Exceeded all my expectations. Would buy again.,14,True,2024-08-15
R0002335,P00293,U000791,4,"Really good product, minor packaging issue.",226,True,2020-12-15
R0002336,P00078,U000817,4,"Works great, delivery was slightly delayed.",105,True,2020-12-26
R0002337,P00079,U000261,4,Very happy with the purchase overall.,241,True,2022-03-25
R0002338,P00042,U000693,5,Best purchase I've made in years.,230,True,2021-10-31
R0002339,P00263,U000123,5,Best purchase I've made in years.,107,True,2020-03-15
R0002340,P00287,U000866,4,"Really good product, minor packaging issue.",106,True,2022-04-10
R0002341,P00180,U001365,5,Exceeded all my expectations. Would buy again.,95,False,2023-07-19
R0002342,P00149,U000078,5,Exceeded all my expectations. Would buy again.,105,True,2023-10-22
R0002343,P00428,U001934,5,"Fantastic product, exactly as described.",217,True,2024-11-03
R0002344,P00078,U000761,5,Absolutely love this product! Highly recommend.,182,False,2021-04-12
R0002345,P00136,U000838,2,Would not buy this again.,53,False,2023-02-23
R0002346,P00169,U000498,4,Very happy with the purchase overall.,117,True,2020-12-15
R0002347,P00096,U001729,5,Exceeded all my expectations. Would buy again.,225,True,2022-03-03
R0002348,P00263,U000603,4,"Really good product, minor packaging issue.",125,True,2023-05-09
R0002349,P00238,U001895,1,Complete waste of money. Arrived broken.,100,True,2019-12-08
R0002350,P00284,U001345,3,"Works fine, instructions could be clearer.",166,True,2019-11-09
R0002351,P00245,U000297,2,Would not buy this again.,140,True,2021-07-04
R0002352,P00461,U001058,2,Would not buy this again.,92,True,2021-09-22
R0002353,P00012,U000148,5,Exceeded all my expectations. Would buy again.,145,True,2019-03-04
R0002354,P00418,U000058,4,"Good value for money, will recommend.",224,True,2022-05-07
R0002355,P00481,U000719,4,Very happy with the purchase overall.,195,True,2022-02-15
R0002356,P00238,U001448,1,Complete waste of money. Arrived broken.,206,False,2019-09-13
R0002357,P00497,U001073,5,"Fantastic product, exactly as described.",44,True,2020-10-11
R0002358,P00180,U001243,5,Best purchase I've made in years.,188,True,2019-10-21
R0002359,P00249,U000703,4,"Good value for money, will recommend.",137,True,2019-12-17
R0002360,P00391,U001003,4,"Really good product, minor packaging issue.",134,False,2023-12-03
R0002361,P00014,U001455,2,Not what I expected. Quality is lacking.,153,True,2023-12-03
R0002362,P00256,U000124,5,Exceeded all my expectations. Would buy again.,231,True,2021-02-11
R0002363,P00278,U000913,2,Would not buy this again.,47,True,2022-10-25
R0002364,P00148,U000994,3,Decent product but nothing spectacular.,123,True,2022-11-18
R0002365,P00227,U001658,5,Exceeded all my expectations. Would buy again.,110,True,2022-05-10
R0002366,P00215,U000238,5,"Fantastic product, exactly as described.",104,True,2024-12-01
R0002367,P00354,U000216,4,"Good value for money, will recommend.",250,True,2023-01-16
R0002368,P00497,U001651,5,Best purchase I've made in years.,247,True,2019-11-27
R0002369,P00063,U000905,2,Had issues with the product on arrival.,136,False,2019-05-22
R0002370,P00173,U001123,4,"Works great, delivery was slightly delayed.",125,True,2023-02-17
R0002371,P00455,U001385,4,"Good value for money, will recommend.",144,True,2019-09-22
R0002372,P00153,U001445,3,Neither great nor terrible. Fair price.,108,True,2021-02-03
R0002373,P00272,U000670,5,"Fantastic product, exactly as described.",29,True,2024-11-18
R0002374,P00114,U000863,4,"Works great, delivery was slightly delayed.",227,False,2022-04-06
R0002375,P00202,U001252,2,Customer service was unhelpful.,51,False,2024-04-03
R0002376,P00418,U000645,2,Customer service was unhelpful.,87,True,2020-09-08
R0002377,P00107,U000526,4,"Good value for money, will recommend.",123,True,2023-11-07
R0002378,P00026,U001440,4,Very happy with the purchase overall.,49,True,2021-02-15
R0002379,P00087,U000789,4,"Good value for money, will recommend.",26,True,2019-05-06
R0002380,P00035,U000127,5,Best purchase I've made in years.,223,True,2022-05-13
R0002381,P00308,U000022,3,Average quality. Does the job.,126,True,2019-09-11
R0002382,P00060,U001905,5,Best purchase I've made in years.,8,True,2019-01-03
R0002383,P00156,U001123,5,"Fantastic product, exactly as described.",5,True,2023-10-29
R0002384,P00041,U001120,3,Decent product but nothing spectacular.,12,True,2019-01-18
R0002385,P00210,U001826,5,Exceeded all my expectations. Would buy again.,3,True,2020-04-28
R0002386,P00298,U000694,5,Absolutely love this product! Highly recommend.,176,True,2024-12-20
R0002387,P00056,U001059,4,"High quality, just as expected.",240,True,2022-02-14
R0002388,P00453,U000999,4,"Good value for money, will recommend.",250,True,2022-06-08
R0002389,P00139,U001536,5,Absolutely love this product! Highly recommend.,155,True,2020-10-29
R0002390,P00235,U001640,5,"Fantastic product, exactly as described.",219,True,2020-03-03
R0002391,P00216,U001392,3,"Works fine, instructions could be clearer.",179,True,2022-10-15
R0002392,P00208,U001101,3,Average quality. Does the job.,141,False,2024-11-08
R0002393,P00198,U000241,3,Neither great nor terrible. Fair price.,190,True,2021-05-22
R0002394,P00332,U001744,4,Very happy with the purchase overall.,180,True,2019-01-30
R0002395,P00347,U000812,3,"Works fine, instructions could be clearer.",156,True,2020-06-07
R0002396,P00170,U000860,5,Best purchase I've made in years.,82,True,2021-06-09
R0002397,P00212,U001539,5,"Fantastic product, exactly as described.",0,True,2023-10-20
R0002398,P00223,U000413,5,Exceeded all my expectations. Would buy again.,240,False,2021-12-14
R0002399,P00375,U000765,4,"Good value for money, will recommend.",42,True,2024-04-23
R0002400,P00477,U001506,4,"High quality, just as expected.",23,True,2022-11-07
R0002401,P00114,U001761,4,"Really good product, minor packaging issue.",86,True,2020-12-16
R0002402,P00212,U001851,2,Customer service was unhelpful.,96,False,2020-04-04
R0002403,P00093,U000369,2,Disappointed with the build quality.,226,False,2022-03-30
R0002404,P00182,U001244,4,"Good value for money, will recommend.",150,True,2019-12-13
R0002405,P00420,U000453,5,Absolutely love this product! Highly recommend.,126,True,2024-06-15
R0002406,P00365,U000477,3,Average quality. Does the job.,161,True,2019-06-28
R0002407,P00013,U000299,3,Decent product but nothing spectacular.,98,False,2019-10-20
R0002408,P00309,U001347,3,Decent product but nothing spectacular.,94,False,2023-02-12
R0002409,P00390,U000713,4,"Works great, delivery was slightly delayed.",229,False,2025-02-05
R0002410,P00290,U000137,3,Average quality. Does the job.,247,True,2024-02-22
R0002411,P00138,U001627,2,Would not buy this again.,13,False,2024-10-31
R0002412,P00017,U001012,5,Perfect quality and fast shipping.,68,False,2020-04-03
R0002413,P00421,U001097,5,Best purchase I've made in years.,166,True,2021-04-23
R0002414,P00066,U001733,4,"High quality, just as expected.",240,True,2021-03-08
R0002415,P00298,U001206,5,Best purchase I've made in years.,118,False,2025-01-08
R0002416,P00284,U000043,5,Exceeded all my expectations. Would buy again.,217,False,2023-08-02
R0002417,P00316,U001482,3,"It's okay, expected a bit more.",199,False,2019-01-19
R0002418,P00162,U000233,4,"High quality, just as expected.",139,True,2022-03-23
R0002419,P00498,U000347,5,Perfect quality and fast shipping.,56,False,2022-10-03
R0002420,P00425,U000922,5,"Fantastic product, exactly as described.",114,True,2023-07-12
R0002421,P00449,U001274,4,"Works great, delivery was slightly delayed.",132,True,2024-01-06
R0002422,P00076,U000745,4,"Really good product, minor packaging issue.",240,True,2020-10-29
R0002423,P00292,U001947,5,Best purchase I've made in years.,31,True,2019-01-16
R0002424,P00456,U000596,5,Absolutely love this product! Highly recommend.,154,True,2022-04-21
R0002425,P00272,U000733,5,"Fantastic product, exactly as described.",6,True,2019-07-05
R0002426,P00324,U001199,5,Absolutely love this product! Highly recommend.,181,True,2023-07-06
R0002427,P00475,U000296,2,Customer service was unhelpful.,240,True,2020-07-26
R0002428,P00487,U001142,5,"Fantastic product, exactly as described.",234,True,2020-08-26
R0002429,P00013,U000335,1,"Terrible quality, stopped working in a week.",88,True,2020-01-13
R0002430,P00244,U001234,4,"Works great, delivery was slightly delayed.",25,True,2020-12-09
R0002431,P00236,U001061,4,Very happy with the purchase overall.,69,True,2022-08-29
R0002432,P00324,U000922,5,Exceeded all my expectations. Would buy again.,163,True,2019-09-08
R0002433,P00437,U000091,4,"Works great, delivery was slightly delayed.",235,True,2021-11-27
R0002434,P00342,U001578,5,Exceeded all my expectations. Would buy again.,196,True,2019-01-31
R0002435,P00419,U001759,5,Absolutely love this product! Highly recommend.,154,True,2021-08-31
R0002436,P00061,U001348,4,Very happy with the purchase overall.,216,True,2019-05-31
R0002437,P00145,U001325,3,"It's okay, expected a bit more.",105,True,2022-12-07
R0002438,P00082,U001450,5,Best purchase I've made in years.,12,True,2022-02-21
R0002439,P00020,U000765,5,Exceeded all my expectations. Would buy again.,11,True,2023-11-08
R0002440,P00233,U000059,4,"Really good product, minor packaging issue.",147,True,2021-05-28
R0002441,P00025,U000651,4,"High quality, just as expected.",149,False,2020-10-16
R0002442,P00183,U001567,4,Very happy with the purchase overall.,160,True,2024-01-07
R0002443,P00206,U001685,2,Had issues with the product on arrival.,171,True,2023-04-04
R0002444,P00186,U000597,5,Absolutely love this product! Highly recommend.,41,True,2020-06-10
R0002445,P00254,U001029,3,"It's okay, expected a bit more.",241,True,2019-03-11
R0002446,P00207,U001476,5,Best purchase I've made in years.,195,False,2019-09-18
R0002447,P00041,U001350,5,Absolutely love this product! Highly recommend.,139,True,2020-10-01
R0002448,P00067,U001040,5,Absolutely love this product! Highly recommend.,37,True,2020-09-14
R0002449,P00249,U002000,5,Exceeded all my expectations. Would buy again.,139,True,2023-02-18
R0002450,P00459,U000517,4,"Good value for money, will recommend.",170,True,2023-08-05
R0002451,P00110,U001832,2,Customer service was unhelpful.,189,True,2023-08-11
R0002452,P00177,U000783,5,Perfect quality and fast shipping.,173,True,2022-05-17
R0002453,P00159,U001501,5,Exceeded all my expectations. Would buy again.,237,False,2020-07-02
R0002454,P00045,U001446,5,Perfect quality and fast shipping.,206,False,2021-03-03
R0002455,P00190,U001476,2,Disappointed with the build quality.,78,True,2021-07-06
R0002456,P00281,U001752,4,"Good value for money, will recommend.",62,True,2019-12-18
R0002457,P00452,U001731,4,"High quality, just as expected.",51,False,2023-10-26
R0002458,P00258,U000765,4,"High quality, just as expected.",28,True,2024-07-14
R0002459,P00064,U000570,2,Customer service was unhelpful.,110,True,2019-07-25
R0002460,P00310,U000389,5,Perfect quality and fast shipping.,127,True,2023-01-01
R0002461,P00378,U000978,5,Absolutely love this product! Highly recommend.,217,True,2023-09-18
R0002462,P00185,U001403,5,Perfect quality and fast shipping.,2,True,2024-03-30
R0002463,P00446,U000777,5,"Fantastic product, exactly as described.",73,True,2020-11-26
R0002464,P00499,U000982,5,Absolutely love this product! Highly recommend.,78,False,2019-12-22
R0002465,P00094,U000315,4,"Good value for money, will recommend.",63,True,2022-08-09
R0002466,P00231,U001220,4,"High quality, just as expected.",28,True,2024-10-28
R0002467,P00014,U001236,5,Perfect quality and fast shipping.,188,True,2020-08-22
R0002468,P00282,U001915,5,Best purchase I've made in years.,140,False,2024-05-02
R0002469,P00002,U000014,5,Best purchase I've made in years.,156,True,2025-01-01
R0002470,P00254,U001108,2,Customer service was unhelpful.,197,False,2020-01-17
R0002471,P00368,U000513,4,"Really good product, minor packaging issue.",151,True,2022-07-20
R0002472,P00096,U001663,3,"Works fine, instructions could be clearer.",245,True,2023-10-25
R0002473,P00349,U001395,4,"Works great, delivery was slightly delayed.",199,True,2024-01-25
R0002474,P00366,U000116,3,Decent product but nothing spectacular.,240,True,2021-05-27
R0002475,P00423,U000426,2,Disappointed with the build quality.,134,False,2023-05-17
R0002476,P00080,U001423,5,Best purchase I've made in years.,132,False,2019-10-05
R0002477,P00147,U001284,3,"Works fine, instructions could be clearer.",172,True,2024-06-22
R0002478,P00002,U000581,2,Had issues with the product on arrival.,221,True,2024-10-22
R0002479,P00235,U000712,3,"Works fine, instructions could be clearer.",49,True,2021-08-11
R0002480,P00004,U000761,3,"Works fine, instructions could be clearer.",66,True,2022-06-30
R0002481,P00105,U000749,5,Perfect quality and fast shipping.,63,False,2019-03-08
R0002482,P00267,U001575,4,"Works great, delivery was slightly delayed.",241,True,2020-08-24
R0002483,P00298,U000658,3,Neither great nor terrible. Fair price.,242,True,2021-07-25
R0002484,P00236,U000577,5,"Fantastic product, exactly as described.",205,True,2019-06-27
R0002485,P00205,U001361,4,"High quality, just as expected.",84,False,2023-10-11
R0002486,P00403,U001204,4,"Really good product, minor packaging issue.",144,True,2022-12-11
R0002487,P00225,U000868,5,Absolutely love this product! Highly recommend.,37,True,2021-07-06
R0002488,P00495,U000698,3,"Works fine, instructions could be clearer.",245,True,2022-06-11
R0002489,P00046,U001746,2,Customer service was unhelpful.,163,True,2019-07-01
R0002490,P00201,U000033,3,"Works fine, instructions could be clearer.",48,True,2021-01-01
R0002491,P00071,U000449,4,"Really good product, minor packaging issue.",97,False,2019-01-25
R0002492,P00481,U000189,4,"High quality, just as expected.",136,True,2024-02-04
R0002493,P00423,U000897,5,Best purchase I've made in years.,151,True,2022-01-04
R0002494,P00401,U000396,5,Best purchase I've made in years.,185,True,2019-01-21
R0002495,P00415,U000327,4,"Really good product, minor packaging issue.",20,True,2021-11-15
R0002496,P00195,U001945,5,Best purchase I've made in years.,9,False,2021-04-01
R0002497,P00271,U000641,4,"Works great, delivery was slightly delayed.",90,False,2021-01-02
R0002498,P00258,U000782,3,Average quality. Does the job.,65,True,2020-07-12
R0002499,P00468,U000204,5,Absolutely love this product! Highly recommend.,141,True,2021-03-22
R0002500,P00221,U001177,5,Perfect quality and fast shipping.,85,False,2022-06-04
R0002501,P00277,U000628,1,Very disappointing. Does not match description.,165,False,2019-12-05
R0002502,P00388,U000620,5,Absolutely love this product! Highly recommend.,48,True,2022-03-23
R0002503,P00495,U000640,4,"Works great, delivery was slightly delayed.",53,True,2022-09-24
R0002504,P00486,U000018,4,Very happy with the purchase overall.,223,False,2019-03-03
R0002505,P00006,U001956,5,"Fantastic product, exactly as described.",15,False,2021-02-10
R0002506,P00414,U001221,5,"Fantastic product, exactly as described.",191,True,2023-08-10
R0002507,P00319,U001806,4,Very happy with the purchase overall.,64,True,2023-06-21
R0002508,P00104,U000190,4,Very happy with the purchase overall.,158,True,2021-10-05
R0002509,P00043,U001026,4,"High quality, just as expected.",129,True,2023-07-25
R0002510,P00419,U001483,5,Perfect quality and fast shipping.,74,True,2021-02-28
R0002511,P00423,U000054,4,"High quality, just as expected.",118,True,2019-03-19
R0002512,P00180,U001164,5,Perfect quality and fast shipping.,18,True,2023-11-09
R0002513,P00052,U000150,4,"High quality, just as expected.",26,False,2021-08-15
R0002514,P00244,U000637,4,"Really good product, minor packaging issue.",7,True,2024-10-30
R0002515,P00448,U000266,5,Perfect quality and fast shipping.,91,True,2022-10-02
R0002516,P00392,U000022,5,Exceeded all my expectations. Would buy again.,4,True,2019-02-27
R0002517,P00091,U001639,5,Best purchase I've made in years.,179,True,2021-10-29
R0002518,P00269,U000304,4,Very happy with the purchase overall.,115,True,2021-10-28
R0002519,P00115,U001515,3,"Works fine, instructions could be clearer.",162,True,2020-05-06
R0002520,P00370,U000655,5,Exceeded all my expectations. Would buy again.,30,False,2022-12-10
R0002521,P00487,U000488,5,"Fantastic product, exactly as described.",110,True,2024-10-14
R0002522,P00217,U001600,4,Very happy with the purchase overall.,53,True,2019-11-06
R0002523,P00420,U001899,4,"High quality, just as expected.",103,True,2022-03-07
R0002524,P00035,U000076,2,Would not buy this again.,37,True,2019-02-10
R0002525,P00408,U001957,4,"High quality, just as expected.",157,True,2022-10-01
R0002526,P00110,U000977,5,Perfect quality and fast shipping.,171,False,2023-07-22
R0002527,P00017,U000493,5,"Fantastic product, exactly as described.",47,False,2019-12-19
R0002528,P00498,U000187,5,Perfect quality and fast shipping.,115,True,2023-01-23
R0002529,P00216,U001704,4,Very happy with the purchase overall.,250,True,2023-07-22
R0002530,P00075,U000437,4,"High quality, just as expected.",85,False,2020-07-22
R0002531,P00443,U000334,4,"Really good product, minor packaging issue.",91,True,2024-01-08
R0002532,P00256,U000654,4,"Works great, delivery was slightly delayed.",225,True,2021-08-04
R0002533,P00064,U001502,5,Absolutely love this product! Highly recommend.,247,True,2022-05-21
R0002534,P00261,U000456,3,"Works fine, instructions could be clearer.",202,True,2019-09-03
R0002535,P00274,U000961,3,Decent product but nothing spectacular.,106,True,2023-11-07
R0002536,P00308,U000919,5,Best purchase I've made in years.,248,False,2021-03-22
R0002537,P00090,U001758,5,Best purchase I've made in years.,223,False,2022-02-19
R0002538,P00054,U000316,5,"Fantastic product, exactly as described.",64,False,2022-09-14
R0002539,P00367,U000020,5,Exceeded all my expectations. Would buy again.,50,True,2020-04-03
R0002540,P00052,U001373,5,Absolutely love this product! Highly recommend.,96,True,2019-06-24
R0002541,P00242,U000819,4,"Really good product, minor packaging issue.",228,True,2020-01-22
R0002542,P00205,U001357,5,Exceeded all my expectations. Would buy again.,51,True,2023-03-18
R0002543,P00019,U001894,5,Perfect quality and fast shipping.,77,False,2019-05-04
R0002544,P00180,U001074,2,Customer service was unhelpful.,242,True,2021-07-09
R0002545,P00424,U001587,4,"High quality, just as expected.",133,False,2022-11-03
R0002546,P00063,U000564,2,Disappointed with the build quality.,4,True,2025-01-14
R0002547,P00043,U000555,5,Exceeded all my expectations. Would buy again.,181,True,2024-05-12
R0002548,P00480,U000490,5,Exceeded all my expectations. Would buy again.,132,True,2019-03-10
R0002549,P00198,U000713,4,"Really good product, minor packaging issue.",6,True,2020-05-17
R0002550,P00022,U000856,5,Perfect quality and fast shipping.,184,True,2021-07-03
R0002551,P00177,U001286,2,Had issues with the product on arrival.,85,False,2021-10-14
R0002552,P00088,U000849,2,Would not buy this again.,54,True,2022-12-14
R0002553,P00008,U000795,5,Best purchase I've made in years.,219,True,2020-03-06
R0002554,P00444,U000607,5,Absolutely love this product! Highly recommend.,148,False,2024-04-22
R0002555,P00218,U000294,3,"Works fine, instructions could be clearer.",180,True,2020-08-28
R0002556,P00444,U000817,4,"Works great, delivery was slightly delayed.",121,False,2023-09-27
R0002557,P00093,U001352,5,Exceeded all my expectations. Would buy again.,139,False,2021-10-03
R0002558,P00428,U001658,2,Would not buy this again.,194,True,2022-10-12
R0002559,P00030,U001456,5,Perfect quality and fast shipping.,50,False,2022-02-27
R0002560,P00117,U001593,4,Very happy with the purchase overall.,64,True,2019-06-18
R0002561,P00423,U000720,3,"It's okay, expected a bit more.",180,False,2022-11-14
R0002562,P00306,U000426,4,Very happy with the purchase overall.,53,True,2024-12-25
R0002563,P00188,U000052,5,"Fantastic product, exactly as described.",199,True,2022-06-26
R0002564,P00080,U001018,5,Absolutely love this product! Highly recommend.,229,False,2021-09-11
R0002565,P00204,U000950,1,Complete waste of money. Arrived broken.,103,True,2023-08-11
R0002566,P00362,U001490,3,"Works fine, instructions could be clearer.",70,True,2024-04-16
R0002567,P00095,U000642,5,"Fantastic product, exactly as described.",145,False,2023-07-04
R0002568,P00351,U000159,4,"High quality, just as expected.",3,True,2019-11-28
R0002569,P00064,U000233,5,"Fantastic product, exactly as described.",10,True,2025-02-15
R0002570,P00422,U001949,5,Exceeded all my expectations. Would buy again.,120,True,2019-05-27
R0002571,P00208,U000359,3,Decent product but nothing spectacular.,152,True,2019-12-04
R0002572,P00141,U000622,4,"Good value for money, will recommend.",137,True,2023-01-31
R0002573,P00353,U001706,1,Returning immediately. Not as advertised.,91,True,2021-12-31
R0002574,P00289,U001977,5,"Fantastic product, exactly as described.",47,True,2021-11-27
R0002575,P00010,U000531,2,Would not buy this again.,162,False,2022-12-19
R0002576,P00276,U001001,4,"Really good product, minor packaging issue.",9,True,2021-10-10
R0002577,P00068,U001388,5,"Fantastic product, exactly as described.",39,False,2022-10-04
R0002578,P00149,U001401,4,"High quality, just as expected.",11,True,2020-01-18
R0002579,P00041,U000154,5,Best purchase I've made in years.,180,True,2021-12-10
R0002580,P00111,U001902,5,Perfect quality and fast shipping.,23,True,2022-01-24
R0002581,P00412,U001561,5,Best purchase I've made in years.,7,True,2024-06-14
R0002582,P00009,U000109,5,"Fantastic product, exactly as described.",68,True,2024-11-26
R0002583,P00283,U001780,3,"Works fine, instructions could be clearer.",159,False,2023-01-20
R0002584,P00006,U000444,4,"Good value for money, will recommend.",239,True,2021-07-15
R0002585,P00090,U000897,5,Best purchase I've made in years.,105,False,2025-01-12
R0002586,P00315,U001194,3,"Works fine, instructions could be clearer.",137,True,2021-12-02
R0002587,P00284,U001183,3,Decent product but nothing spectacular.,73,True,2022-07-16
R0002588,P00486,U000648,1,Very disappointing. Does not match description.,137,True,2019-02-04
R0002589,P00234,U000637,5,Best purchase I've made in years.,170,True,2020-10-08
R0002590,P00017,U001349,5,Absolutely love this product! Highly recommend.,220,False,2020-06-27
R0002591,P00143,U001236,2,Would not buy this again.,18,False,2020-01-06
R0002592,P00165,U001283,4,"High quality, just as expected.",191,True,2023-04-03
R0002593,P00077,U000269,5,"Fantastic product, exactly as described.",10,True,2020-06-01
R0002594,P00451,U000200,5,Perfect quality and fast shipping.,97,True,2021-03-13
R0002595,P00425,U000949,5,Perfect quality and fast shipping.,226,True,2022-03-07
R0002596,P00083,U001715,5,Best purchase I've made in years.,145,True,2023-01-09
R0002597,P00245,U000275,4,Very happy with the purchase overall.,185,True,2023-05-03
R0002598,P00220,U000989,5,Perfect quality and fast shipping.,57,True,2024-08-31
R0002599,P00306,U001548,4,"Good value for money, will recommend.",143,True,2022-11-17
R0002600,P00257,U001057,5,Perfect quality and fast shipping.,34,False,2019-03-15
R0002601,P00223,U000684,4,"Works great, delivery was slightly delayed.",161,True,2019-12-08
R0002602,P00050,U000132,2,Would not buy this again.,140,False,2020-10-10
R0002603,P00096,U000496,3,"Works fine, instructions could be clearer.",231,True,2020-06-15
R0002604,P00361,U001914,4,Very happy with the purchase overall.,28,True,2024-06-20
R0002605,P00476,U001579,4,"Good value for money, will recommend.",181,True,2022-06-01
R0002606,P00300,U001959,5,"Fantastic product, exactly as described.",239,True,2024-06-07
R0002607,P00246,U001723,2,Customer service was unhelpful.,13,True,2019-01-25
R0002608,P00213,U000571,5,"Fantastic product, exactly as described.",2,True,2022-11-02
R0002609,P00433,U000496,3,Neither great nor terrible. Fair price.,100,False,2024-01-17
R0002610,P00327,U000637,4,"Really good product, minor packaging issue.",10,True,2021-01-06
R0002611,P00143,U001929,4,"Works great, delivery was slightly delayed.",175,True,2022-07-16
R0002612,P00423,U000384,5,"Fantastic product, exactly as described.",208,True,2022-10-06
R0002613,P00293,U001631,5,Best purchase I've made in years.,109,False,2024-12-06
R0002614,P00487,U001229,4,"Really good product, minor packaging issue.",220,True,2021-12-07
R0002615,P00159,U000346,5,Best purchase I've made in years.,49,False,2025-02-25
R0002616,P00283,U000226,5,"Fantastic product, exactly as described.",165,True,2019-06-10
R0002617,P00495,U000060,5,Best purchase I've made in years.,157,True,2023-07-30
R0002618,P00006,U001899,5,"Fantastic product, exactly as described.",190,False,2022-06-11
R0002619,P00078,U000398,5,Exceeded all my expectations. Would buy again.,77,True,2020-04-15
R0002620,P00451,U001170,4,"Works great, delivery was slightly delayed.",3,True,2022-10-31
R0002621,P00404,U000997,5,Perfect quality and fast shipping.,10,False,2024-10-08
R0002622,P00313,U001107,1,Very disappointing. Does not match description.,97,False,2020-07-22
R0002623,P00387,U001230,3,Average quality. Does the job.,63,True,2021-03-17
R0002624,P00165,U001531,3,Average quality. Does the job.,98,True,2019-05-16
R0002625,P00458,U001664,3,Decent product but nothing spectacular.,46,True,2019-07-01
R0002626,P00465,U001117,1,"Terrible quality, stopped working in a week.",230,True,2024-10-17
R0002627,P00035,U001247,5,Best purchase I've made in years.,50,True,2024-02-18
R0002628,P00384,U000780,4,"Works great, delivery was slightly delayed.",218,True,2020-08-21
R0002629,P00031,U001038,5,Exceeded all my expectations. Would buy again.,40,True,2020-05-18
R0002630,P00023,U000098,5,"Fantastic product, exactly as described.",164,True,2019-09-30
R0002631,P00498,U000260,3,Average quality. Does the job.,101,True,2019-10-02
R0002632,P00490,U000487,5,Perfect quality and fast shipping.,103,True,2024-06-07
R0002633,P00468,U000548,4,"Good value for money, will recommend.",130,True,2023-04-07
R0002634,P00227,U001812,2,Had issues with the product on arrival.,75,True,2023-10-04
R0002635,P00224,U000884,2,Customer service was unhelpful.,48,True,2019-05-15
R0002636,P00393,U000207,4,"Works great, delivery was slightly delayed.",29,True,2019-03-20
R0002637,P00312,U000258,5,"Fantastic product, exactly as described.",23,True,2024-01-24
R0002638,P00064,U001179,5,Absolutely love this product! Highly recommend.,202,True,2023-12-17
R0002639,P00086,U001764,4,"Works great, delivery was slightly delayed.",168,False,2021-07-03
R0002640,P00019,U000880,3,"It's okay, expected a bit more.",25,True,2020-10-22
R0002641,P00126,U001522,3,Average quality. Does the job.,217,True,2020-05-08
R0002642,P00041,U000618,5,Exceeded all my expectations. Would buy again.,230,True,2019-06-09
R0002643,P00145,U001694,5,Perfect quality and fast shipping.,98,True,2021-06-21
R0002644,P00341,U000574,5,"Fantastic product, exactly as described.",224,True,2022-10-27
R0002645,P00325,U000256,5,Absolutely love this product! Highly recommend.,75,True,2023-03-08
R0002646,P00084,U000709,4,"Works great, delivery was slightly delayed.",220,True,2023-04-07
R0002647,P00124,U000701,5,Absolutely love this product! Highly recommend.,110,True,2023-10-07
R0002648,P00328,U000715,5,Perfect quality and fast shipping.,26,True,2024-05-12
R0002649,P00458,U001782,5,"Fantastic product, exactly as described.",124,True,2024-09-05
R0002650,P00233,U001855,3,Neither great nor terrible. Fair price.,167,True,2021-05-08
R0002651,P00368,U001597,2,Had issues with the product on arrival.,18,True,2022-03-06
R0002652,P00039,U001043,5,Absolutely love this product! Highly recommend.,239,False,2024-04-24
R0002653,P00082,U000527,5,"Fantastic product, exactly as described.",38,True,2023-05-21
R0002654,P00069,U001110,5,Best purchase I've made in years.,244,True,2019-04-17
R0002655,P00199,U001809,4,"High quality, just as expected.",50,True,2021-09-14
R0002656,P00135,U001271,4,Very happy with the purchase overall.,200,False,2024-05-16
R0002657,P00149,U000420,5,"Fantastic product, exactly as described.",25,True,2020-02-23
R0002658,P00223,U000531,5,Absolutely love this product! Highly recommend.,85,True,2023-09-02
R0002659,P00192,U000136,5,Best purchase I've made in years.,7,True,2020-08-01
R0002660,P00159,U000195,3,"Works fine, instructions could be clearer.",77,False,2023-01-11
R0002661,P00060,U001736,1,"Terrible quality, stopped working in a week.",26,True,2020-05-25
R0002662,P00062,U001197,5,Absolutely love this product! Highly recommend.,34,True,2020-01-03
R0002663,P00008,U001206,4,"Really good product, minor packaging issue.",233,True,2019-01-10
R0002664,P00364,U001047,4,Very happy with the purchase overall.,82,True,2022-08-09
R0002665,P00157,U000566,4,"High quality, just as expected.",220,True,2020-09-10
R0002666,P00063,U000371,5,"Fantastic product, exactly as described.",226,True,2023-01-05
R0002667,P00093,U000978,4,"Good value for money, will recommend.",16,True,2022-12-22
R0002668,P00258,U000700,5,Best purchase I've made in years.,50,True,2023-05-20
R0002669,P00200,U001078,4,"Good value for money, will recommend.",129,True,2019-08-20
