order_id,user_id,order_date,product_ids,num_items,order_total,payment_method,status,delivery_days
O0000684,U000110,2021-07-28 23:59:54,P00073×3|P00119×3|P00328×4|P00499×5,4,3097.89,Bank Transfer,Processing,
O0000685,U000598,2023-01-09 15:34:38,P00500×1,1,1185.52,PayPal,Delivered,13
O0000686,U000475,2022-08-20 11:46:51,P00217×1|P00372×1|P00439×4,3,3613.5,Gift Card,Returned,4
O0000687,U001921,2023-01-30 13:56:00,P00164×5,1,3763.2,Apple Pay,Delivered,11
O0000688,U000427,2022-02-11 06:46:37,P00182×5|P00299×2|P00484×4|P00256×2,4,12051.24,Debit Card,Delivered,2
O0000689,U001043,2020-10-09 09:44:17,P00287×5,1,3462.2,Debit Card,Shipped,14
O0000690,U000182,2024-12-31 01:04:19,P00189×2,1,157.38,Bank Transfer,Shipped,14
O0000691,U000465,2019-10-09 01:56:58,P00154×3,1,1116.54,Bank Transfer,Delivered,2
O0000692,U001127,2021-03-01 01:11:55,P00379×4,1,2240.32,Google Pay,Delivered,13
O0000693,U000797,2020-10-06 01:42:11,P00239×4,1,3270.44,Gift Card,Delivered,14
O0000694,U000965,2020-01-16 01:42:50,P00200×5|P00091×3|P00373×5,3,8058.55,Bank Transfer,Delivered,5
O0000695,U001332,2023-02-22 05:32:25,P00322×1,1,1108.76,Google Pay,Delivered,7
O0000696,U000131,2019-02-10 18:53:20,P00173×1,1,191.66,Debit Card,Cancelled,
O0000697,U001052,2023-09-11 10:02:24,P00208×3|P00290×1,2,2441.02,Gift Card,Delivered,4
O0000698,U001614,2023-01-29 19:03:35,P00429×5|P00141×3|P00342×5,3,8873.34,Credit Card,Delivered,4
O0000699,U001422,2019-03-22 06:03:28,P00231×5|P00148×2,2,1139.28,Debit Card,Shipped,9
O0000700,U000830,2021-01-19 21:24:23,P00327×1,1,1204.38,Gift Card,Returned,13
O0000701,U000311,2024-05-25 01:24:13,P00437×1,1,434.37,Bank Transfer,Delivered,10
O0000702,U001487,2020-08-04 12:00:13,P00197×4|P00363×4,2,7421.08,Debit Card,Delivered,8
O0000703,U000942,2022-03-19 00:27:39,P00383×4,1,763.92,Apple Pay,Returned,2
O0000704,U000004,2022-05-09 14:25:30,P00161×2,1,2635.4,PayPal,Cancelled,
O0000705,U001662,2020-02-02 16:48:53,P00017×2|P00069×3|P00407×5|P00435×5|P00430×5,5,6971.23,Bank Transfer,Delivered,1
O0000706,U000149,2022-08-08 09:15:22,P00107×4|P00372×3|P00225×5|P00498×1,4,10395.39,Apple Pay,Delivered,2
O0000707,U000972,2024-05-28 22:35:45,P00315×4|P00037×1|P00168×3|P00077×3,4,4627.23,Gift Card,Delivered,1
O0000708,U001264,2021-12-24 20:19:48,P00126×4,1,1748.24,PayPal,Delivered,6
O0000709,U000890,2019-06-13 06:09:11,P00072×2|P00445×4|P00415×2|P00193×4,4,6112.36,Apple Pay,Delivered,4
O0000710,U000137,2022-01-13 05:47:30,P00401×4|P00385×5,2,10030.42,Bank Transfer,Shipped,11
O0000711,U000686,2020-05-05 17:39:34,P00389×4,1,2751.04,Apple Pay,Shipped,7
O0000712,U001743,2019-05-20 18:02:28,P00416×5|P00048×3|P00153×1|P00312×2,4,4194.42,Gift Card,Delivered,12
O0000713,U001642,2025-02-21 04:41:53,P00033×3,1,1043.91,Gift Card,Returned,13
O0000714,U000591,2023-02-03 18:14:49,P00131×5|P00449×2|P00282×5|P00205×1,4,11192.67,Google Pay,Delivered,5
O0000715,U000961,2021-02-24 02:00:06,P00490×4|P00120×1|P00034×3,3,4317.04,PayPal,Cancelled,
O0000716,U001407,2020-09-07 01:56:27,P00298×1|P00425×3,2,4571.13,Credit Card,Delivered,12
O0000717,U001601,2022-12-20 12:59:25,P00270×2|P00265×1,2,2904.91,PayPal,Delivered,3
O0000718,U001792,2023-12-17 19:46:35,P00149×4|P00008×4,2,6000.6,Debit Card,Delivered,11
O0000719,U000892,2020-08-26 17:29:17,P00264×3,1,449.52,Google Pay,Delivered,9
O0000720,U000106,2024-12-04 14:28:54,P00371×1,1,120.51,Debit Card,Delivered,5
O0000721,U000423,2019-07-21 17:00:12,P00167×4|P00048×5,2,4794.7,Apple Pay,Delivered,7
O0000722,U000350,2019-02-15 22:14:10,P00484×1|P00410×5,2,7070.09,Google Pay,Delivered,8
O0000723,U000200,2022-06-13 12:00:21,P00344×4,1,282.56,PayPal,Shipped,5
O0000724,U000264,2019-06-14 06:56:49,P00233×1,1,894.26,Google Pay,Delivered,3
O0000725,U001769,2024-08-01 19:35:45,P00297×1,1,473.74,Gift Card,Delivered,6
O0000726,U001930,2020-09-01 11:56:17,P00362×1,1,1394.82,Credit Card,Delivered,3
O0000727,U000400,2023-04-10 06:55:59,P00491×3,1,1485.78,PayPal,Delivered,12
O0000728,U000039,2020-03-05 01:53:07,P00469×1|P00426×1,2,431.84,Bank Transfer,Delivered,5
O0000729,U001615,2022-06-24 06:38:13,P00207×3,1,1864.89,Credit Card,Delivered,2
O0000730,U000525,2023-10-26 17:05:05,P00302×4,1,5439.6,Credit Card,Delivered,7
O0000731,U001829,2023-06-02 10:19:14,P00435×2,1,311.14,Debit Card,Delivered,5
O0000732,U000077,2020-12-22 03:09:57,P00164×2,1,1505.28,Google Pay,Cancelled,
O0000733,U000378,2022-03-19 17:22:20,P00025×1|P00191×5,2,837.87,Credit Card,Delivered,13
O0000734,U000095,2023-07-18 15:43:36,P00059×5|P00389×1|P00107×2|P00132×2,4,3442.17,Debit Card,Delivered,11
O0000735,U000357,2022-03-22 23:47:36,P00265×2,1,3208.86,Credit Card,Returned,3
O0000736,U000499,2022-07-03 04:06:02,P00131×2|P00172×2|P00427×3,3,4046.04,PayPal,Shipped,3
O0000737,U001026,2021-07-14 16:41:28,P00396×1,1,146.28,Apple Pay,Shipped,3
O0000738,U000541,2020-08-23 15:28:55,P00221×1|P00220×5,2,1215.54,Bank Transfer,Delivered,6
O0000739,U000507,2024-06-01 00:36:58,P00233×2,1,1788.52,Bank Transfer,Shipped,5
O0000740,U001356,2022-01-25 02:33:29,P00327×2|P00321×3,2,3842.31,Apple Pay,Delivered,7
O0000741,U001710,2022-04-06 22:53:35,P00172×3|P00353×3|P00091×5,3,8208.43,Apple Pay,Returned,14
O0000742,U000136,2022-04-26 22:58:27,P00392×2,1,1434.5,PayPal,Returned,14
O0000743,U001310,2022-07-18 04:38:35,P00318×3|P00470×4,2,3782.65,Credit Card,Delivered,13
O0000744,U000757,2023-12-12 23:36:18,P00208×3,1,1837.29,Debit Card,Shipped,8
O0000745,U001593,2025-02-13 23:10:08,P00139×3|P00473×2|P00392×5|P00202×5|P00223×4,5,12130.01,Debit Card,Delivered,3
O0000746,U001561,2023-09-10 06:39:55,P00393×2|P00296×2,2,2805.8,Bank Transfer,Cancelled,
O0000747,U000594,2025-01-05 19:15:55,P00467×4,1,134.88,Apple Pay,Processing,
O0000748,U001892,2021-11-18 11:23:08,P00153×4|P00053×4,2,2472.4,Debit Card,Delivered,4
O0000749,U001526,2021-10-03 13:49:00,P00477×3|P00115×4,2,5536.37,Bank Transfer,Delivered,9
O0000750,U000673,2024-09-08 18:03:11,P00220×1|P00127×4,2,4187.62,Apple Pay,Delivered,12
O0000751,U001103,2023-01-01 10:44:23,P00290×5,1,3018.65,Debit Card,Delivered,10
O0000752,U001541,2022-07-14 05:33:46,P00280×2|P00404×5|P00337×1|P00040×1,4,4201.45,Gift Card,Delivered,7
O0000753,U001837,2022-12-06 02:06:23,P00336×1|P00101×4|P00356×2,3,3500.57,Debit Card,Delivered,8
O0000754,U000268,2024-11-17 06:38:13,P00242×1,1,611.75,Gift Card,Delivered,2
O0000755,U000561,2023-02-06 10:33:10,P00217×1|P00418×5,2,869.0,Bank Transfer,Returned,3
O0000756,U000792,2020-02-14 12:49:55,P00294×4|P00107×2|P00061×5,3,8659.95,PayPal,Returned,13
O0000757,U000610,2021-10-01 12:05:36,P00227×2|P00204×5|P00095×2,3,2398.07,Gift Card,Shipped,7
O0000758,U001726,2020-09-29 06:28:09,P00177×5|P00385×1|P00208×4,3,3928.67,Debit Card,Cancelled,
O0000759,U000285,2024-01-03 19:31:17,P00300×1|P00441×2|P00413×4,3,1066.58,PayPal,Shipped,14
O0000760,U001173,2024-08-27 21:48:06,P00434×1,1,1302.1,Bank Transfer,Delivered,3
O0000761,U001315,2022-04-05 18:30:41,P00467×4,1,134.88,Google Pay,Shipped,2
O0000762,U001271,2019-03-21 10:59:47,P00345×2,1,2310.04,Google Pay,Delivered,4
O0000763,U000674,2019-04-13 02:19:47,P00057×1,1,1582.46,Apple Pay,Delivered,3
O0000764,U000717,2022-05-31 22:58:54,P00293×5|P00015×5|P00059×3,3,12843.01,Debit Card,Processing,
O0000765,U001498,2019-09-10 14:27:08,P00390×3|P00387×3,2,2192.88,Debit Card,Delivered,4
O0000766,U000976,2020-09-29 06:44:36,P00215×5|P00427×1|P00247×3|P00337×1,4,5994.59,PayPal,Returned,14
O0000767,U001154,2019-10-03 07:18:28,P00354×4|P00136×4,2,1073.64,Credit Card,Shipped,10
O0000768,U000444,2023-08-19 09:41:45,P00129×1,1,738.27,Apple Pay,Delivered,5
O0000769,U001185,2024-08-05 09:15:03,P00303×1|P00340×3,2,992.99,Credit Card,Delivered,11
O0000770,U001842,2023-07-04 12:35:07,P00458×4|P00467×1|P00020×4|P00078×5,4,7693.13,Apple Pay,Delivered,1
O0000771,U001532,2021-06-26 03:27:46,P00449×2|P00318×3|P00309×5|P00021×3|P00127×3,5,10601.99,Gift Card,Delivered,9
O0000772,U000535,2019-08-21 01:04:35,P00031×4|P00108×5|P00164×1|P00102×4,4,11863.34,Bank Transfer,Delivered,14
O0000773,U001924,2022-04-02 07:44:05,P00052×4|P00106×1|P00472×1|P00279×4,4,8897.17,PayPal,Delivered,2
O0000774,U000417,2024-10-19 10:03:39,P00401×1|P00362×2|P00051×3|P00299×4,4,13324.24,Gift Card,Delivered,11
O0000775,U001777,2023-06-06 22:16:18,P00497×1,1,511.49,Bank Transfer,Delivered,5
O0000776,U000189,2023-07-16 21:25:10,P00431×3,1,1675.95,Bank Transfer,Delivered,6
O0000777,U000280,2024-03-02 15:51:03,P00479×4|P00357×5|P00039×3|P00396×4,4,13918.28,Apple Pay,Delivered,7
O0000778,U000604,2023-09-18 13:16:02,P00097×1|P00310×4|P00037×3|P00123×5,4,5503.17,Credit Card,Processing,
O0000779,U001988,2020-01-15 09:29:48,P00195×2,1,865.56,PayPal,Processing,
O0000780,U000511,2021-06-01 05:30:32,P00061×2|P00179×1,2,1669.98,Credit Card,Cancelled,
O0000781,U001885,2019-06-09 16:35:58,P00170×4,1,3576.76,Bank Transfer,Delivered,11
O0000782,U000380,2023-08-30 03:57:44,P00209×3,1,4077.06,PayPal,Delivered,3
O0000783,U000662,2023-03-24 15:40:49,P00336×1,1,701.97,Credit Card,Shipped,3
O0000784,U001297,2025-02-17 00:35:51,P00250×4,1,1405.92,Bank Transfer,Processing,
O0000785,U001196,2021-05-07 05:52:48,P00361×4|P00315×4,2,2796.68,PayPal,Delivered,10
O0000786,U000579,2020-11-17 07:55:24,P00487×3|P00307×1,2,3311.12,Credit Card,Returned,10
O0000787,U001288,2021-12-16 18:55:31,P00175×2|P00222×3|P00232×3,3,9409.11,Apple Pay,Cancelled,
O0000788,U001594,2020-07-26 09:17:23,P00454×1|P00075×4,2,521.82,Bank Transfer,Delivered,3
O0000789,U000799,2024-07-23 01:47:30,P00390×1,1,42.21,PayPal,Delivered,5
O0000790,U000784,2019-09-15 21:09:37,P00244×3|P00012×1|P00340×2|P00022×1,4,2131.05,Bank Transfer,Delivered,14
O0000791,U000775,2022-07-31 22:29:33,P00490×1|P00493×5,2,5855.58,PayPal,Cancelled,
O0000792,U000912,2019-01-11 15:47:16,P00053×4|P00449×4|P00003×5,3,9526.07,Gift Card,Returned,10
O0000793,U000121,2019-11-08 14:12:34,P00498×2|P00412×1,2,2350.5,Google Pay,Delivered,8
O0000794,U000835,2025-02-15 07:40:11,P00257×2,1,1287.14,PayPal,Delivered,3
O0000795,U000470,2020-07-16 06:56:37,P00076×3,1,2468.88,Debit Card,Delivered,1
O0000796,U001098,2020-04-28 06:15:03,P00168×5,1,3298.75,PayPal,Delivered,10
O0000797,U001220,2021-04-27 22:21:20,P00001×5,1,1069.05,Bank Transfer,Delivered,5
O0000798,U000927,2022-03-04 22:48:46,P00060×1|P00117×2,2,2385.34,Credit Card,Cancelled,
O0000799,U000711,2021-09-03 20:44:49,P00423×4|P00437×2,2,3612.78,Gift Card,Delivered,3
O0000800,U001570,2019-01-24 18:51:25,P00304×3|P00068×1,2,2611.08,Apple Pay,Processing,
O0000801,U001310,2023-03-01 10:27:00,P00341×5|P00185×4|P00490×5,3,8022.6,Credit Card,Delivered,4
O0000802,U000060,2019-02-23 10:02:56,P00277×3,1,77.79,Credit Card,Cancelled,
O0000803,U000210,2025-01-22 00:34:02,P00466×3|P00444×1,2,2266.76,Debit Card,Cancelled,
O0000804,U001256,2020-01-28 05:42:29,P00389×1,1,687.76,Google Pay,Processing,
O0000805,U001905,2023-09-23 09:46:17,P00148×3|P00241×2,2,3863.32,Apple Pay,Delivered,9
O0000806,U000075,2023-05-04 07:50:12,P00329×2,1,1718.1,Google Pay,Shipped,1
O0000807,U000790,2023-03-27 08:49:59,P00177×1,1,128.65,Google Pay,Returned,11
O0000808,U000466,2019-12-25 13:29:45,P00300×2|P00396×5,2,2676.2,Credit Card,Shipped,12
O0000809,U001854,2021-01-14 06:12:04,P00129×5|P00477×5|P00470×1,3,8783.43,Apple Pay,Processing,
O0000810,U000654,2021-12-06 06:20:11,P00283×3|P00166×5|P00491×5,3,5927.69,Gift Card,Cancelled,
O0000811,U000627,2021-05-14 12:22:20,P00011×1|P00279×4,2,6328.55,Bank Transfer,Delivered,10
O0000812,U001976,2019-06-01 17:41:42,P00327×2,1,2408.76,PayPal,Shipped,9
O0000813,U001245,2019-07-27 03:50:29,P00220×3|P00008×4|P00194×4,3,6015.42,Apple Pay,Shipped,4
O0000814,U000479,2022-10-11 14:55:47,P00140×4|P00191×3,2,2961.44,Credit Card,Cancelled,
O0000815,U000295,2020-11-22 19:31:53,P00048×1,1,913.9,Google Pay,Delivered,5
O0000816,U001204,2024-05-26 22:23:41,P00030×2|P00072×4|P00184×4|P00113×5,4,9036.18,PayPal,Delivered,10
O0000817,U000330,2021-07-07 21:32:10,P00435×4|P00204×2,2,768.58,Apple Pay,Delivered,6
O0000818,U001644,2020-07-26 05:52:52,P00005×3|P00273×2|P00145×2|P00346×3,4,5761.48,Debit Card,Delivered,9
O0000819,U000010,2025-01-13 03:32:05,P00141×3|P00041×3|P00233×2,3,8158.15,Credit Card,Delivered,14
O0000820,U000816,2021-11-16 05:50:01,P00168×5|P00274×1,2,3991.52,PayPal,Delivered,7
O0000821,U000357,2019-02-16 10:28:38,P00289×3|P00415×4|P00194×1,3,6834.59,Debit Card,Delivered,4
O0000822,U001563,2020-03-24 15:09:46,P00337×5,1,809.7,PayPal,Shipped,5
O0000823,U000735,2019-09-14 12:38:01,P00114×2,1,2290.8,Google Pay,Delivered,9
O0000824,U000793,2019-03-04 22:22:54,P00144×5,1,4545.75,Debit Card,Cancelled,
O0000825,U000892,2024-11-14 05:57:06,P00464×4,1,2822.6,Credit Card,Shipped,3
O0000826,U000204,2024-02-08 21:02:50,P00488×1|P00081×3,2,3737.05,Debit Card,Delivered,2
O0000827,U000835,2020-07-03 09:39:28,P00475×2|P00394×5,2,2923.04,PayPal,Cancelled,
O0000828,U000361,2019-01-16 09:24:58,P00196×3|P00310×1|P00108×2|P00244×1,4,4949.79,Debit Card,Delivered,14
O0000829,U000473,2021-07-27 11:59:53,P00257×3|P00024×1,2,2098.91,Gift Card,Delivered,3
O0000830,U000310,2024-09-17 01:02:02,P00049×5,1,3922.85,Credit Card,Delivered,4
O0000831,U001317,2024-04-07 03:37:33,P00192×4,1,2898.68,Google Pay,Delivered,2
O0000832,U001237,2024-06-30 10:46:11,P00030×5,1,2794.15,Bank Transfer,Delivered,11
O0000833,U000700,2020-03-30 07:19:06,P00193×4,1,1227.88,PayPal,Delivered,12
O0000834,U001471,2019-07-18 19:27:55,P00359×3|P00253×5,2,6276.88,PayPal,Delivered,5
O0000835,U000006,2020-03-19 03:00:12,P00297×3|P00319×2|P00416×2,3,2500.64,PayPal,Delivered,12
O0000836,U000480,2024-07-15 05:50:37,P00198×5,1,4428.05,Apple Pay,Shipped,13
O0000837,U000155,2021-06-18 20:01:40,P00193×2,1,613.94,PayPal,Delivered,8
O0000838,U000027,2021-12-31 22:28:53,P00061×1|P00315×1|P00152×4,3,6238.21,Google Pay,Delivered,8
O0000839,U000877,2020-07-03 06:48:05,P00365×4|P00220×1|P00175×2|P00030×1|P00177×5,5,4988.98,Bank Transfer,Shipped,3
O0000840,U001135,2024-07-06 06:36:18,P00359×1,1,429.91,Google Pay,Delivered,7
O0000841,U001357,2024-04-25 15:28:09,P00370×2,1,548.12,Debit Card,Delivered,2
O0000842,U001383,2024-04-29 02:41:03,P00245×1,1,1559.34,Apple Pay,Delivered,7
O0000843,U001289,2021-11-07 17:45:11,P00324×2|P00219×4|P00105×1,3,4261.77,Debit Card,Delivered,9
O0000844,U000729,2020-03-04 22:27:42,P00037×5|P00445×3,2,2403.29,Bank Transfer,Delivered,11
O0000845,U001050,2023-03-28 04:05:38,P00113×2,1,1294.16,PayPal,Delivered,10
O0000846,U000639,2019-03-31 20:16:56,P00021×4,1,850.8,Debit Card,Cancelled,
O0000847,U001701,2021-02-02 05:35:55,P00466×5,1,2290.3,Google Pay,Delivered,12
O0000848,U000305,2020-03-20 21:51:27,P00360×5|P00358×5|P00038×4|P00107×4,4,18055.2,PayPal,Delivered,10
O0000849,U000428,2023-07-22 08:16:36,P00246×4,1,7740.12,Credit Card,Shipped,11
O0000850,U001135,2023-03-24 21:57:30,P00350×1,1,627.52,Google Pay,Delivered,6
O0000851,U001835,2020-03-09 06:58:09,P00269×3,1,728.25,Credit Card,Delivered,11
O0000852,U001784,2022-01-02 00:59:10,P00199×4,1,2948.44,Apple Pay,Delivered,5
O0000853,U000377,2020-11-15 12:55:11,P00444×1,1,892.58,PayPal,Cancelled,
O0000854,U001650,2021-05-18 20:12:18,P00094×2,1,697.02,PayPal,Delivered,13
O0000855,U001863,2022-02-09 08:32:29,P00487×4,1,3994.92,PayPal,Shipped,10
O0000856,U000962,2024-01-03 23:12:19,P00134×3|P00271×5|P00226×3|P00262×3|P00151×1,5,5989.78,Debit Card,Delivered,1
O0000857,U000629,2021-09-05 08:45:06,P00071×5,1,4464.15,Apple Pay,Delivered,3
O0000858,U001988,2023-07-17 13:23:22,P00168×1|P00197×2,2,2768.79,Gift Card,Cancelled,
O0000859,U001677,2020-01-28 15:04:45,P00444×4|P00216×2,2,4633.9,Apple Pay,Processing,
O0000860,U001224,2024-03-22 06:52:41,P00379×2|P00164×3|P00360×3|P00012×2,4,7888.38,Gift Card,Delivered,2
O0000861,U000269,2024-08-02 10:19:12,P00155×2|P00224×2,2,2064.34,Credit Card,Delivered,13
O0000862,U000402,2022-12-04 17:37:43,P00253×1,1,997.43,Gift Card,Delivered,5
O0000863,U001866,2025-02-24 09:44:13,P00253×2,1,1994.86,Gift Card,Delivered,6
O0000864,U000239,2022-11-26 22:12:01,P00150×5|P00358×5|P00336×2|P00027×1,4,13186.21,Debit Card,Delivered,5
O0000865,U000928,2020-03-23 10:46:51,P00431×4|P00485×2,2,4040.78,Debit Card,Processing,
O0000866,U001421,2024-12-10 20:05:57,P00291×1,1,593.38,PayPal,Shipped,12
O0000867,U001890,2022-10-15 09:30:59,P00205×4,1,3775.76,Debit Card,Delivered,11
O0000868,U000450,2023-06-05 06:25:00,P00435×1|P00442×1,2,353.31,Credit Card,Delivered,3
O0000869,U001809,2019-06-02 06:28:37,P00078×5|P00014×3|P00421×5,3,7783.63,Bank Transfer,Cancelled,
O0000870,U001881,2021-02-25 10:32:14,P00199×5,1,3685.55,Gift Card,Processing,
O0000871,U000417,2020-10-22 06:21:42,P00386×5,1,5783.9,Apple Pay,Delivered,7
O0000872,U000047,2023-08-06 12:30:27,P00261×1|P00086×2|P00481×4|P00354×1,4,3581.77,Apple Pay,Shipped,14
O0000873,U000688,2021-06-07 16:42:33,P00130×2|P00311×1,2,2219.4,Google Pay,Cancelled,
O0000874,U001152,2019-06-11 13:17:40,P00470×2|P00215×3|P00144×5|P00291×3|P00367×1,5,10560.78,Debit Card,Delivered,10
O0000875,U001906,2024-07-22 01:27:46,P00026×1,1,895.26,Gift Card,Returned,2
O0000876,U000222,2021-12-07 19:37:09,P00150×1|P00201×5|P00057×1|P00244×2,4,9075.49,Google Pay,Processing,
O0000877,U001949,2024-06-08 01:30:07,P00261×1|P00296×3,2,2347.89,Bank Transfer,Processing,
O0000878,U000523,2019-07-10 20:59:16,P00032×3|P00145×4,2,1389.51,Credit Card,Delivered,7
O0000879,U001831,2020-10-25 13:26:47,P00039×5|P00352×1,2,7391.1,Debit Card,Processing,
O0000880,U000563,2021-08-22 01:13:11,P00112×5|P00245×1,2,4637.14,PayPal,Delivered,4
O0000881,U000087,2022-06-07 01:24:43,P00007×4|P00053×3,2,6434.79,PayPal,Delivered,8
O0000882,U000226,2023-09-02 10:03:31,P00418×5|P00231×1,2,907.56,Credit Card,Delivered,3
O0000883,U001820,2019-11-16 02:25:29,P00467×5|P00337×5,2,978.3,Google Pay,Delivered,11
O0000884,U001441,2019-11-16 11:36:47,P00360×3,1,3416.58,Credit Card,Delivered,9
O0000885,U001901,2023-05-27 09:05:22,P00410×1,1,1347.53,Credit Card,Returned,10
O0000886,U001170,2022-09-24 11:58:00,P00426×5|P00198×2,2,2482.72,Bank Transfer,Delivered,11
O0000887,U000408,2023-01-20 09:41:56,P00034×3,1,1722.0,Bank Transfer,Cancelled,
O0000888,U001772,2023-07-25 06:09:08,P00497×3,1,1534.47,Debit Card,Delivered,6
O0000889,U001319,2022-08-04 01:15:35,P00302×2|P00179×5,2,2881.2,Bank Transfer,Delivered,6
O0000890,U000506,2021-02-07 20:20:10,P00123×5,1,4021.75,Google Pay,Delivered,3
O0000891,U000579,2024-08-10 20:45:50,P00205×4,1,3775.76,Apple Pay,Delivered,6
O0000892,U001146,2021-10-23 01:17:25,P00349×4,1,1442.72,PayPal,Delivered,7
O0000893,U001123,2019-01-14 08:39:57,P00445×2|P00107×1,2,2372.31,Gift Card,Processing,
O0000894,U000311,2022-12-06 11:08:55,P00175×4|P00105×4|P00081×5,3,15847.01,Gift Card,Delivered,9
O0000895,U001662,2019-08-05 08:09:56,P00131×1|P00163×2,2,806.39,Gift Card,Shipped,6
O0000896,U000258,2019-11-27 20:52:05,P00190×5|P00484×4|P00154×2|P00219×1,4,5492.86,Credit Card,Returned,9
O0000897,U001877,2025-02-21 08:43:06,P00242×4|P00065×2,2,4716.66,Bank Transfer,Processing,
O0000898,U001138,2023-01-16 03:12:11,P00433×1|P00086×1|P00487×5|P00248×3,4,9609.57,Bank Transfer,Delivered,3
O0000899,U000654,2023-02-02 13:56:11,P00376×2,1,1014.82,Apple Pay,Shipped,1
O0000900,U001598,2019-09-15 16:46:01,P00005×2|P00227×3,2,1082.87,Credit Card,Delivered,3
O0000901,U000397,2023-02-27 20:01:49,P00149×1,1,1229.26,Bank Transfer,Delivered,6
O0000902,U001514,2024-11-19 03:50:22,P00435×1|P00421×5,2,2336.92,Apple Pay,Shipped,14
O0000903,U001901,2020-01-09 18:55:43,P00463×4|P00219×1|P00479×4,3,3550.01,Google Pay,Shipped,6
O0000904,U001454,2022-05-23 21:46:19,P00180×4|P00396×3,2,6001.8,Apple Pay,Delivered,1
O0000905,U001244,2023-06-17 01:24:12,P00349×3|P00194×3,2,4652.73,Debit Card,Cancelled,
O0000906,U000033,2022-02-13 03:04:11,P00366×3,1,983.88,Gift Card,Delivered,3
O0000907,U001382,2022-02-06 13:16:24,P00365×5,1,1193.65,Apple Pay,Delivered,4
O0000908,U001961,2019-10-02 03:54:41,P00066×3|P00429×2,2,4071.53,Gift Card,Delivered,10
O0000909,U001441,2022-01-29 05:10:34,P00011×2,1,2133.1,Apple Pay,Shipped,7
O0000910,U000103,2024-06-13 02:06:20,P00172×3|P00253×1|P00404×1,3,5441.48,Credit Card,Delivered,1
O0000911,U000142,2020-04-15 08:36:32,P00425×5,1,5708.25,Credit Card,Delivered,1
O0000912,U000276,2023-11-12 14:02:02,P00287×3,1,2077.32,Bank Transfer,Shipped,14
O0000913,U000960,2020-09-23 15:45:00,P00307×5|P00234×5|P00443×2|P00285×3,4,10999.91,PayPal,Delivered,8
O0000914,U001832,2019-12-01 21:55:24,P00096×4,1,5512.8,Apple Pay,Delivered,10
O0000915,U000187,2025-01-17 15:05:44,P00197×4|P00125×3|P00497×2,3,5630.61,Apple Pay,Delivered,13
O0000916,U000320,2019-10-12 15:37:32,P00107×2,1,2459.7,Apple Pay,Cancelled,
O0000917,U001674,2020-03-30 09:23:28,P00217×3|P00187×4,2,1960.48,Debit Card,Processing,
O0000918,U001104,2024-01-15 00:57:38,P00440×4,1,2154.96,Bank Transfer,Cancelled,
O0000919,U001372,2019-05-03 09:42:17,P00002×2,1,771.76,Bank Transfer,Processing,
O0000920,U000043,2019-09-26 07:31:12,P00341×4|P00026×1,2,2026.22,Bank Transfer,Delivered,6
O0000921,U000177,2021-11-15 21:10:25,P00287×2|P00393×4,2,4011.8,Gift Card,Delivered,2
O0000922,U000821,2024-12-02 15:02:21,P00104×3|P00374×4|P00030×2|P00451×4|P00331×5,5,7392.35,Debit Card,Shipped,12
O0000923,U001562,2019-10-05 18:49:48,P00103×1|P00416×5|P00007×1,3,1858.73,Credit Card,Cancelled,
O0000924,U001078,2023-09-15 05:58:32,P00302×1|P00121×3|P00034×5,3,8684.27,Credit Card,Delivered,1
O0000925,U000356,2021-11-09 16:10:58,P00486×1|P00119×3,2,959.43,PayPal,Shipped,9
O0000926,U001804,2019-06-07 02:56:53,P00388×1|P00093×3|P00320×2|P00350×4,4,7718.02,Debit Card,Shipped,7
O0000927,U000870,2022-07-21 01:52:33,P00395×1,1,976.66,Google Pay,Delivered,9
O0000928,U001616,2024-05-27 11:09:22,P00072×3|P00071×5|P00346×3,3,8182.77,Credit Card,Delivered,13
O0000929,U000940,2019-01-12 15:18:47,P00132×2|P00394×1|P00235×1|P00434×1,4,2194.68,Bank Transfer,Cancelled,
O0000930,U000715,2024-09-26 02:40:19,P00485×1|P00109×5,2,5983.39,Debit Card,Processing,
O0000931,U000887,2022-10-23 11:12:16,P00104×2|P00310×1,2,1428.68,PayPal,Shipped,9
O0000932,U001198,2024-02-28 00:46:07,P00383×3|P00158×1|P00072×1|P00342×4|P00217×4,5,2728.59,Apple Pay,Delivered,7
O0000933,U000981,2023-03-19 15:44:28,P00051×2|P00261×5,2,1543.9,Gift Card,Delivered,9
O0000934,U001660,2023-06-23 02:45:48,P00210×3|P00475×1|P00121×1|P00222×4|P00279×2,5,11375.42,Bank Transfer,Cancelled,
O0000935,U000942,2022-08-13 18:48:48,P00089×5|P00304×5|P00082×1|P00095×5,4,16613.46,Apple Pay,Delivered,12
O0000936,U001409,2022-05-18 16:35:01,P00330×3,1,4204.77,Apple Pay,Delivered,3
O0000937,U000384,2024-10-01 04:35:43,P00329×5|P00309×1,2,4936.25,Google Pay,Cancelled,
O0000938,U000950,2021-01-21 08:42:37,P00299×5,1,9470.15,Google Pay,Processing,
O0000939,U000218,2024-04-17 23:59:10,P00175×2,1,2775.0,Apple Pay,Delivered,7
O0000940,U000661,2023-09-02 19:44:02,P00429×3|P00254×5|P00195×1|P00152×3|P00013×1,5,15961.79,Google Pay,Processing,
