product_id,product_name,brand,category,base_item,cost_price,selling_price,discount_pct,discounted_price,stock_quantity,avg_rating,reviews_count,is_active
P00206,LunaGoods Shampoo & Conditioner Bundle,LunaGoods,Beauty & Personal Care,Shampoo & Conditioner Bundle,422.75,665.23,30,465.66,177,3.66,3765,True
P00207,PrimeSelect Shampoo & Conditioner Bundle,PrimeSelect,Beauty & Personal Care,Shampoo & Conditioner Bundle,490.01,690.7,10,621.63,252,4.01,2438,True
P00208,LunaGoods Mixed Nuts (500g),LunaGoods,Grocery & Gourmet,Mixed Nuts (500g),282.3,680.48,10,612.43,814,4.6,2240,True
P00209,AuraStyle Bike for Kids,AuraStyle,Toys & Games,Bike for Kids,655.61,1598.85,15,1359.02,823,4.21,647,False
P00210,LunaGoods Gym Gloves,LunaGoods,Sports & Outdoors,Gym Gloves,175.12,397.13,10,357.42,277,4.24,4604,True
P00211,UrbanEdge Deep Work,UrbanEdge,Books,Deep Work,537.52,1003.5,25,752.62,653,4.13,2705,True
P00212,SilverKey Air Fryer,SilverKey,Home & Kitchen,Air Fryer,782.44,1066.64,25,799.98,668,4.37,3896,True
P00213,BlueMark Water Bottle (32oz),BlueMark,Sports & Outdoors,Water Bottle (32oz),518.49,1231.78,0,1231.78,91,3.85,305,True
P00214,UrbanEdge Pillow Set,UrbanEdge,Home & Kitchen,Pillow Set,797.75,1344.96,10,1210.46,507,3.74,1526,True
P00215,GoldenGate Wireless Earbuds,GoldenGate,Electronics,Wireless Earbuds,484.21,1163.76,30,814.63,343,3.71,4450,True
P00216,TrueNorth Mattress Topper,TrueNorth,Home & Kitchen,Mattress Topper,377.08,531.79,0,531.79,115,5.0,2708,True
P00217,ZenCraft Gym Gloves,ZenCraft,Sports & Outdoors,Gym Gloves,16.2,26.0,20,20.8,302,3.18,1437,True
P00218,AuraStyle Moisturising Sunscreen SPF50 v1,AuraStyle,Beauty & Personal Care,Moisturising Sunscreen SPF50,537.06,751.59,15,638.85,143,3.68,3911,False
P00219,AuraStyle Wireless Earbuds,AuraStyle,Electronics,Wireless Earbuds,192.24,416.69,0,416.69,976,3.72,4693,True
P00220,EcoBloom Face Mask Sheet Pack,EcoBloom,Beauty & Personal Care,Face Mask Sheet Pack,54.39,71.23,20,56.98,314,4.8,1308,True
P00221,NovaBrands Gym Gloves,NovaBrands,Sports & Outdoors,Gym Gloves,512.78,1240.85,25,930.64,376,3.78,1094,True
P00222,SilverKey Lip Balm Set,SilverKey,Beauty & Personal Care,Lip Balm Set,730.67,1587.32,5,1507.95,821,3.82,1789,True
P00223,PureCraft Activewear Leggings,PureCraft,Clothing,Activewear Leggings,424.9,696.16,30,487.31,939,3.9,4486,True
P00224,SwiftWave Stand Mixer,SwiftWave,Home & Kitchen,Stand Mixer,684.32,1195.15,25,896.36,696,4.02,1682,True
P00225,UrbanEdge Matcha Powder,UrbanEdge,Grocery & Gourmet,Matcha Powder,365.48,673.54,0,673.54,467,3.39,2524,True
P00226,SkyForge External SSD,SkyForge,Electronics,External SSD,464.76,562.89,30,394.02,352,3.8,522,False
P00227,LunaGoods Socks (6-pack),LunaGoods,Clothing,Socks (6-pack),30.23,51.45,15,43.73,787,4.67,3443,False
P00228,AuraStyle Drone for Kids,AuraStyle,Toys & Games,Drone for Kids,303.64,629.05,0,629.05,677,4.75,4417,True
P00229,ZenCraft Moisturising Sunscreen SPF50,ZenCraft,Beauty & Personal Care,Moisturising Sunscreen SPF50,794.31,1334.94,0,1334.94,130,4.04,28,False
P00230,SilverKey Coconut Oil (500ml),SilverKey,Grocery & Gourmet,Coconut Oil (500ml),342.18,568.71,25,426.53,235,3.68,2027,True
P00231,NovaBrands Cycling Helmet v1,NovaBrands,Sports & Outdoors,Cycling Helmet,30.61,62.48,5,59.36,629,4.23,128,True
P00232,UrbanEdge Polo Shirt,UrbanEdge,Clothing,Polo Shirt,359.92,740.44,5,703.42,893,2.86,398,True
P00233,EcoBloom Drone for Kids,EcoBloom,Toys & Games,Drone for Kids,434.11,941.33,5,894.26,794,4.77,2369,True
P00234,IronVault Nail Polish Set,IronVault,Beauty & Personal Care,Nail Polish Set,619.17,1396.11,0,1396.11,242,4.35,2472,False
P00235,BlueMark Designing Data-Intensive Applications,BlueMark,Books,Designing Data-Intensive Applications,223.75,425.48,30,297.84,605,5.0,3499,True
P00236,AuraStyle Shampoo & Conditioner Bundle,AuraStyle,Beauty & Personal Care,Shampoo & Conditioner Bundle,629.71,995.13,0,995.13,426,3.19,3344,True
P00237,SilverKey Rice Cooker,SilverKey,Home & Kitchen,Rice Cooker,381.45,876.04,0,876.04,307,4.31,3793,True
P00238,TrueNorth Educational Robot Kit,TrueNorth,Toys & Games,Educational Robot Kit,111.6,164.93,0,164.93,208,3.84,2705,False
P00239,SilverKey Moisturising Sunscreen SPF50,SilverKey,Beauty & Personal Care,Moisturising Sunscreen SPF50,581.04,817.61,0,817.61,274,3.51,323,True
P00240,SkyForge Thinking Fast and Slow,SkyForge,Books,Thinking Fast and Slow,696.23,1113.62,5,1057.94,979,4.67,125,False
P00241,LunaGoods Wool Sweater,LunaGoods,Clothing,Wool Sweater,731.98,1529.18,15,1299.8,720,4.48,4522,True
P00242,SilverKey Drone for Kids,SilverKey,Toys & Games,Drone for Kids,520.73,815.66,25,611.75,368,5.0,4200,True
P00243,SwiftWave Matcha Powder,SwiftWave,Grocery & Gourmet,Matcha Powder,731.89,1207.95,0,1207.95,423,5.0,1195,True
P00244,ClearPath Action Figure Set,ClearPath,Toys & Games,Action Figure Set,160.97,235.1,25,176.32,583,4.44,2013,True
P00245,LunaGoods Beard Trimmer,LunaGoods,Beauty & Personal Care,Beard Trimmer,773.37,1559.34,0,1559.34,502,3.15,2885,True
P00246,SilverKey Green Tea (100 bags),SilverKey,Grocery & Gourmet,Green Tea (100 bags),792.31,1935.03,0,1935.03,536,4.34,277,False
P00247,TechNova Noise-Cancelling Headphones,TechNova,Electronics,Noise-Cancelling Headphones,332.85,761.37,30,532.96,236,4.41,1791,True
P00248,IronVault Webcam,IronVault,Electronics,Webcam,730.64,1490.53,30,1043.37,16,4.24,54,True
P00249,TrueNorth Laptop,TrueNorth,Electronics,Laptop,579.14,1084.87,0,1084.87,293,5.0,3527,True
P00250,ClearPath Activewear Leggings,ClearPath,Clothing,Activewear Leggings,196.57,390.53,10,351.48,258,4.22,2903,True
P00251,AuraStyle Formal Shirt,AuraStyle,Clothing,Formal Shirt,369.9,546.83,0,546.83,713,4.24,660,True
P00252,SilverKey Card Game (UNO),SilverKey,Toys & Games,Card Game (UNO),383.42,770.52,0,770.52,719,5.0,1403,True
P00253,SwiftWave Water Guns Set,SwiftWave,Toys & Games,Water Guns Set,454.86,1049.93,5,997.43,97,5.0,1882,False
P00254,UrbanEdge Protein Bars (12-pack) v1,UrbanEdge,Grocery & Gourmet,Protein Bars (12-pack),739.71,1534.14,0,1534.14,287,3.27,4448,True
P00255,SkyForge Vitamin C Serum,SkyForge,Beauty & Personal Care,Vitamin C Serum,471.69,1021.47,0,1021.47,729,4.69,2451,True
P00256,SilverKey Water Guns Set,SilverKey,Toys & Games,Water Guns Set,268.73,583.16,30,408.21,143,2.86,642,True
P00257,NovaBrands Vitamin C Serum,NovaBrands,Beauty & Personal Care,Vitamin C Serum,352.49,804.46,20,643.57,348,3.45,4879,False
P00258,PrimeSelect Vitamin C Serum,PrimeSelect,Beauty & Personal Care,Vitamin C Serum,627.92,1104.04,30,772.83,233,3.59,2914,False
P00259,GoldenGate RC Car,GoldenGate,Toys & Games,RC Car,530.23,671.11,0,671.11,633,3.97,602,True
P00260,ClearPath Magnetic Tiles,ClearPath,Toys & Games,Magnetic Tiles,593.03,935.51,0,935.51,109,4.53,749,False
P00261,PrimeSelect Mixed Nuts (500g),PrimeSelect,Grocery & Gourmet,Mixed Nuts (500g),86.27,109.38,0,109.38,441,3.38,3342,True
P00262,PeakLine Perfume,PeakLine,Beauty & Personal Care,Perfume,479.56,1059.34,0,1059.34,884,4.34,3155,True
P00263,PeakLine Science Experiment Kit,PeakLine,Toys & Games,Science Experiment Kit,581.25,1107.5,0,1107.5,248,3.77,3118,True
P00264,LunaGoods Running Watch,LunaGoods,Sports & Outdoors,Running Watch,121.02,166.49,10,149.84,282,3.94,3449,True
P00265,PrimeSelect Formal Shirt,PrimeSelect,Clothing,Formal Shirt,755.66,1604.43,0,1604.43,507,3.77,876,True
P00266,IronVault Play-Doh Bundle,IronVault,Toys & Games,Play-Doh Bundle,307.01,710.41,20,568.33,450,3.88,2742,True
P00267,SwiftWave Instant Pot,SwiftWave,Home & Kitchen,Instant Pot,484.55,1012.05,10,910.85,490,3.49,2614,True
P00268,EcoBloom Quinoa (1 kg),EcoBloom,Grocery & Gourmet,Quinoa (1 kg),264.08,403.62,15,343.08,804,5.0,3218,True
P00269,SilverKey Zero to One,SilverKey,Books,Zero to One,148.04,323.66,25,242.75,27,4.74,1717,True
P00270,BoldStep Sneakers,BoldStep,Clothing,Sneakers,540.02,722.49,10,650.24,310,3.91,1982,True
P00271,AuraStyle Science Experiment Kit,AuraStyle,Toys & Games,Science Experiment Kit,63.8,158.7,30,111.09,490,3.46,3426,True
P00272,SilverKey Face Mask Sheet Pack,SilverKey,Beauty & Personal Care,Face Mask Sheet Pack,477.09,1137.59,15,966.95,111,3.73,2033,True
P00273,AuraStyle Webcam,AuraStyle,Electronics,Webcam,773.61,1235.96,5,1174.16,815,4.02,2119,True
P00274,NexGen Thinking Fast and Slow,NexGen,Books,Thinking Fast and Slow,315.95,692.77,0,692.77,602,4.14,4099,True
P00275,NovaBrands Mechanical Keyboard,NovaBrands,Electronics,Mechanical Keyboard,239.87,573.95,15,487.86,87,5.0,1160,True
P00276,SkyForge Matcha Powder,SkyForge,Grocery & Gourmet,Matcha Powder,419.29,679.34,25,509.5,99,5.0,3589,True
P00277,NovaBrands Yoga Mat,NovaBrands,Sports & Outdoors,Yoga Mat,22.96,37.04,30,25.93,111,3.94,1998,True
P00278,SilverKey Non-Stick Pan Set,SilverKey,Home & Kitchen,Non-Stick Pan Set,343.96,610.11,0,610.11,816,3.78,3318,True
P00279,TechNova Card Game (UNO),TechNova,Toys & Games,Card Game (UNO),591.22,1384.74,5,1315.5,460,3.6,1759,True
P00280,NovaBrands Polo Shirt,NovaBrands,Clothing,Polo Shirt,640.6,1201.0,5,1140.95,374,3.77,2670,True
P00281,LunaGoods Jump Rope,LunaGoods,Sports & Outdoors,Jump Rope,424.53,854.49,15,726.32,611,3.64,935,True
P00282,ZenCraft Quinoa (1 kg),ZenCraft,Grocery & Gourmet,Quinoa (1 kg),651.92,1371.04,0,1371.04,304,4.49,4834,True
P00283,EcoBloom Moisturising Sunscreen SPF50 v1,EcoBloom,Beauty & Personal Care,Moisturising Sunscreen SPF50,247.78,346.18,0,346.18,710,4.48,4885,True
P00284,LunaGoods RC Car,LunaGoods,Toys & Games,RC Car,510.22,1064.39,30,745.07,660,4.56,1419,True
P00285,ZenCraft Adjustable Dumbbells,ZenCraft,Sports & Outdoors,Adjustable Dumbbells,255.09,448.67,0,448.67,54,5.0,3969,True
P00286,TrueNorth Educational Robot Kit v1,TrueNorth,Toys & Games,Educational Robot Kit,524.19,892.35,25,669.26,503,2.99,3404,True
P00287,TechNova Polo Shirt,TechNova,Clothing,Polo Shirt,637.73,923.25,25,692.44,33,3.98,1377,True
P00288,TrueNorth Pasta (5-pack),TrueNorth,Grocery & Gourmet,Pasta (5-pack),95.0,123.9,15,105.31,793,4.84,4449,True
P00289,PureCraft Noise-Cancelling Headphones,PureCraft,Electronics,Noise-Cancelling Headphones,439.35,1092.31,10,983.08,104,4.02,2027,True
P00290,PrimeSelect Mechanical Keyboard,PrimeSelect,Electronics,Mechanical Keyboard,282.12,635.5,5,603.73,449,3.23,961,True
P00291,IronVault Makeup Brush Set,IronVault,Beauty & Personal Care,Makeup Brush Set,508.05,698.1,15,593.38,142,4.34,486,True
P00292,BlueMark Non-Stick Pan Set,BlueMark,Home & Kitchen,Non-Stick Pan Set,235.02,355.09,0,355.09,878,3.03,4214,True
P00293,UrbanEdge Bike for Kids,UrbanEdge,Toys & Games,Bike for Kids,794.03,1842.56,15,1566.18,129,4.0,1198,True
P00294,ClearPath Drone for Kids,ClearPath,Toys & Games,Drone for Kids,464.05,702.0,25,526.5,424,3.79,3073,True
P00295,TrueNorth Casual Shorts,TrueNorth,Clothing,Casual Shorts,601.09,1254.99,0,1254.99,898,3.1,2681,True
P00296,PureCraft Wool Sweater,PureCraft,Clothing,Wool Sweater,509.7,1065.96,30,746.17,870,5.0,518,True
P00297,SkyForge Musical Toy Piano,SkyForge,Toys & Games,Musical Toy Piano,398.3,631.65,25,473.74,290,3.69,4637,True
P00298,NovaBrands Laptop,NovaBrands,Electronics,Laptop,502.81,1146.18,0,1146.18,16,4.77,1017,True
P00299,SkyForge Gaming Console,SkyForge,Electronics,Gaming Console,796.58,1894.03,0,1894.03,903,3.89,2244,True
P00300,NexGen Resistance Bands Set,NexGen,Sports & Outdoors,Resistance Bands Set,533.28,1080.44,10,972.4,53,3.81,3246,True
P00301,PeakLine Designing Data-Intensive Applications,PeakLine,Books,Designing Data-Intensive Applications,564.44,649.93,25,487.45,488,4.81,4255,True
P00302,NovaBrands Makeup Brush Set,NovaBrands,Beauty & Personal Care,Makeup Brush Set,790.58,1359.9,0,1359.9,135,4.48,3913,True
P00303,NovaBrands Wool Sweater,NovaBrands,Clothing,Wool Sweater,87.05,143.3,0,143.3,306,4.77,1090,True
P00304,ZenCraft Webcam,ZenCraft,Electronics,Webcam,354.88,754.22,20,603.38,643,4.88,1240,True
P00305,SkyForge Dried Fruit Mix,SkyForge,Grocery & Gourmet,Dried Fruit Mix,73.92,95.03,20,76.02,770,4.79,2879,True
P00306,PrimeSelect Blender,PrimeSelect,Home & Kitchen,Blender,517.47,768.46,10,691.61,615,4.78,4915,True
P00307,BlueMark Action Camera,BlueMark,Electronics,Action Camera,168.33,331.5,5,314.93,193,4.09,447,True
P00308,LunaGoods Winter Jacket,LunaGoods,Clothing,Winter Jacket,512.28,638.23,15,542.5,910,3.6,98,False
P00309,GoldenGate Knife Block Set,GoldenGate,Home & Kitchen,Knife Block Set,339.59,641.0,0,641.0,176,4.22,597,True
P00310,SkyForge Wireless Earbuds,SkyForge,Electronics,Wireless Earbuds,36.66,45.15,30,31.6,808,2.61,3260,True
P00311,AuraStyle Card Game (UNO),AuraStyle,Toys & Games,Card Game (UNO),70.53,132.2,30,92.54,630,4.24,647,False
P00312,SwiftWave Storage Organizer,SwiftWave,Home & Kitchen,Storage Organizer,315.63,633.25,10,569.93,854,4.31,541,True
P00313,EcoBloom Python Programming,EcoBloom,Books,Python Programming,73.54,127.71,0,127.71,464,3.95,1438,True
P00314,TechNova Toaster Oven,TechNova,Home & Kitchen,Toaster Oven,135.25,329.55,10,296.6,535,3.97,4237,True
P00315,PrimeSelect Toaster Oven,PrimeSelect,Home & Kitchen,Toaster Oven,587.68,769.49,30,538.64,921,5.0,2228,True
P00316,PureCraft Hoodie v1,PureCraft,Clothing,Hoodie,411.07,503.5,0,503.5,879,4.3,4643,True
P00317,NovaBrands Protein Shaker Bottle,NovaBrands,Sports & Outdoors,Protein Shaker Bottle,715.94,1474.88,0,1474.88,118,4.2,360,True
P00318,AuraStyle Mixed Nuts (500g),AuraStyle,Grocery & Gourmet,Mixed Nuts (500g),736.58,1025.02,30,717.51,983,4.81,289,True
P00319,SwiftWave Puzzle (1000 pieces),SwiftWave,Toys & Games,Puzzle (1000 pieces),202.37,482.94,0,482.94,327,4.07,3054,True
P00320,EcoBloom Tablet,EcoBloom,Electronics,Tablet,644.45,1594.95,0,1594.95,976,4.34,3284,True
P00321,BlueMark Protein Shaker Bottle,BlueMark,Sports & Outdoors,Protein Shaker Bottle,265.2,503.0,5,477.85,8,3.76,2489,True
P00322,SkyForge Matcha Powder v1,SkyForge,Grocery & Gourmet,Matcha Powder,587.31,1108.76,0,1108.76,815,4.47,2008,True
P00323,EcoBloom LEGO City Set,EcoBloom,Toys & Games,LEGO City Set,435.53,874.77,20,699.82,710,5.0,11,True
P00324,SkyForge Resistance Bands Set,SkyForge,Sports & Outdoors,Resistance Bands Set,426.2,627.16,0,627.16,503,3.07,490,True
P00325,EcoBloom Men's T-Shirt v1,EcoBloom,Clothing,Men's T-Shirt,718.34,1330.13,0,1330.13,717,4.63,695,True
P00326,GoldenGate Board Game (Catan),GoldenGate,Toys & Games,Board Game (Catan),456.42,792.91,5,753.26,987,3.69,1070,True
P00327,AuraStyle Anti-Aging Cream,AuraStyle,Beauty & Personal Care,Anti-Aging Cream,562.08,1204.38,0,1204.38,325,3.68,1660,True
P00328,NovaBrands Denim Jeans,NovaBrands,Clothing,Denim Jeans,135.68,241.4,30,168.98,416,4.23,989,True
P00329,BlueMark Thinking Fast and Slow,BlueMark,Books,Thinking Fast and Slow,373.36,859.05,0,859.05,92,4.6,4942,True
P00330,PeakLine Electric Toothbrush,PeakLine,Beauty & Personal Care,Electric Toothbrush,570.37,1401.59,0,1401.59,405,4.86,4206,True
P00331,ZenCraft Sleeping Bag,ZenCraft,Sports & Outdoors,Sleeping Bag,29.71,50.39,25,37.79,463,3.39,775,True
P00332,TechNova Coffee Maker,TechNova,Home & Kitchen,Coffee Maker,54.03,119.1,5,113.14,227,3.84,1070,True
P00333,PeakLine Shampoo & Conditioner Bundle,PeakLine,Beauty & Personal Care,Shampoo & Conditioner Bundle,467.95,701.65,25,526.24,832,5.0,1619,True
P00334,SwiftWave Socks (6-pack),SwiftWave,Clothing,Socks (6-pack),102.41,248.05,20,198.44,51,5.0,1376,True
P00335,TechNova Drone for Kids,TechNova,Toys & Games,Drone for Kids,309.27,533.8,25,400.35,362,4.18,2292,True
P00336,IronVault Webcam v1,IronVault,Electronics,Webcam,495.5,1002.81,30,701.97,510,4.48,3375,True
P00337,AuraStyle Running Shoes,AuraStyle,Clothing,Running Shoes,114.1,161.94,0,161.94,905,4.23,4453,False
P00338,SilverKey Eyeshadow Palette v1,SilverKey,Beauty & Personal Care,Eyeshadow Palette,626.24,1011.03,15,859.38,579,3.67,4115,True
P00339,SwiftWave Air Fryer,SwiftWave,Home & Kitchen,Air Fryer,479.71,570.64,30,399.45,830,4.14,3864,True
P00340,NovaBrands Atomic Habits,NovaBrands,Books,Atomic Habits,202.05,298.14,5,283.23,546,3.89,458,True
P00341,ZenCraft Play-Doh Bundle,ZenCraft,Toys & Games,Play-Doh Bundle,145.0,282.74,0,282.74,825,4.06,4846,True
P00342,GoldenGate Nail Polish Set,GoldenGate,Beauty & Personal Care,Nail Polish Set,117.97,286.7,30,200.69,856,3.54,4032,True
P00343,PeakLine Organic Olive Oil,PeakLine,Grocery & Gourmet,Organic Olive Oil,49.65,97.43,0,97.43,20,4.08,1650,True
P00344,SwiftWave Pillow Set,SwiftWave,Home & Kitchen,Pillow Set,52.35,70.64,0,70.64,721,4.1,1160,True
P00345,NexGen Moisturising Sunscreen SPF50,NexGen,Beauty & Personal Care,Moisturising Sunscreen SPF50,565.11,1155.02,0,1155.02,600,4.51,1117,True
P00346,LunaGoods Science Experiment Kit,LunaGoods,Toys & Games,Science Experiment Kit,521.1,721.81,15,613.54,991,4.4,4603,True
P00347,BlueMark Knife Block Set,BlueMark,Home & Kitchen,Knife Block Set,588.53,910.81,20,728.65,181,3.91,4692,True
P00348,IronVault Tablet,IronVault,Electronics,Tablet,257.98,578.36,0,578.36,626,2.65,1809,False
P00349,PeakLine Non-Stick Pan Set,PeakLine,Home & Kitchen,Non-Stick Pan Set,194.21,480.91,25,360.68,171,3.09,2750,True
P00350,PeakLine Deep Work,PeakLine,Books,Deep Work,283.63,627.52,0,627.52,737,2.94,10,True
P00351,BoldStep RC Car v1,BoldStep,Toys & Games,RC Car,397.0,659.52,5,626.54,559,3.3,4735,True
P00352,UrbanEdge Raincoat,UrbanEdge,Clothing,Raincoat,239.45,378.4,0,378.4,974,4.9,857,True
P00353,PeakLine RC Car v1,PeakLine,Toys & Games,RC Car,439.9,1039.25,0,1039.25,95,3.19,3954,True
P00354,BoldStep Vacuum Cleaner,BoldStep,Home & Kitchen,Vacuum Cleaner,129.9,167.14,20,133.71,210,5.0,1556,True
P00355,BlueMark Jump Rope,BlueMark,Sports & Outdoors,Jump Rope,241.43,308.91,0,308.91,402,3.07,1258,True
P00356,BlueMark Board Game (Catan),BlueMark,Toys & Games,Board Game (Catan),660.0,1315.96,0,1315.96,491,3.6,1635,True
P00357,BlueMark Electric Kettle,BlueMark,Home & Kitchen,Electric Kettle,781.76,1398.82,10,1258.94,118,3.88,4006,True
P00358,NexGen RC Car,NexGen,Toys & Games,RC Car,708.97,1168.87,10,1051.98,456,4.66,365,True
P00359,PrimeSelect Cycling Helmet,PrimeSelect,Sports & Outdoors,Cycling Helmet,453.58,614.16,30,429.91,713,3.97,2816,True
P00360,UrbanEdge The Lean Startup,UrbanEdge,Books,The Lean Startup,673.43,1518.48,25,1138.86,428,3.88,4386,True
P00361,BlueMark Thinking Fast and Slow v1,BlueMark,Books,Thinking Fast and Slow,67.77,160.53,0,160.53,731,4.86,4233,True
P00362,ZenCraft Green Tea (100 bags),ZenCraft,Grocery & Gourmet,Green Tea (100 bags),777.87,1743.53,20,1394.82,129,4.27,349,True
P00363,ClearPath Puzzle (1000 pieces),ClearPath,Toys & Games,Puzzle (1000 pieces),668.12,1000.94,20,800.75,932,3.94,712,True
P00364,PrimeSelect Makeup Brush Set,PrimeSelect,Beauty & Personal Care,Makeup Brush Set,418.15,998.61,30,699.03,12,3.02,4813,True
P00365,ClearPath Casual Shorts v1,ClearPath,Clothing,Casual Shorts,122.82,238.73,0,238.73,776,4.37,865,True
P00366,BoldStep Anti-Aging Cream,BoldStep,Beauty & Personal Care,Anti-Aging Cream,214.99,437.28,25,327.96,585,4.04,4988,True
P00367,ClearPath Camping Tent,ClearPath,Sports & Outdoors,Camping Tent,496.5,1027.31,5,975.94,411,5.0,2715,True
P00368,PrimeSelect Oat Granola (1 kg),PrimeSelect,Grocery & Gourmet,Oat Granola (1 kg),718.14,845.48,10,760.93,837,4.4,2482,True
P00369,NovaBrands Dried Fruit Mix,NovaBrands,Grocery & Gourmet,Dried Fruit Mix,778.13,1134.31,10,1020.88,307,4.74,2628,True
P00370,PureCraft Winter Jacket,PureCraft,Clothing,Winter Jacket,173.06,391.52,30,274.06,758,4.0,3968,True
P00371,ZenCraft 4K Monitor,ZenCraft,Electronics,4K Monitor,57.17,120.51,0,120.51,413,4.87,4658,True
P00372,UrbanEdge The Psychology of Money,UrbanEdge,Books,The Psychology of Money,203.34,359.14,5,341.18,940,4.98,2952,True
P00373,AuraStyle Pasta (5-pack),AuraStyle,Grocery & Gourmet,Pasta (5-pack),510.15,671.98,0,671.98,31,4.14,3654,False
P00374,SilverKey Quinoa (1 kg) v1,SilverKey,Grocery & Gourmet,Quinoa (1 kg),283.06,388.0,0,388.0,915,4.79,2118,True
P00375,ZenCraft LEGO City Set,ZenCraft,Toys & Games,LEGO City Set,683.79,1506.23,10,1355.61,219,4.64,1693,True
P00376,TechNova Action Camera,TechNova,Electronics,Action Camera,381.91,507.41,0,507.41,177,3.42,4924,True
P00377,PrimeSelect Gym Gloves,PrimeSelect,Sports & Outdoors,Gym Gloves,341.93,567.0,30,396.9,357,3.69,2475,True
P00378,NovaBrands Stuffed Animal,NovaBrands,Toys & Games,Stuffed Animal,10.84,27.09,30,18.96,989,4.21,3065,True
P00379,NovaBrands Running Watch,NovaBrands,Sports & Outdoors,Running Watch,387.98,622.31,10,560.08,283,3.34,2139,True
P00380,UrbanEdge Can't Hurt Me,UrbanEdge,Books,Can't Hurt Me,645.32,1441.12,15,1224.95,614,3.18,3310,True
P00381,LunaGoods USB-C Hub,LunaGoods,Electronics,USB-C Hub,797.99,1197.16,5,1137.3,428,3.29,4776,True
P00382,SilverKey Sapiens,SilverKey,Books,Sapiens,512.46,918.45,30,642.91,963,4.65,2936,True
P00383,SilverKey Mattress Topper,SilverKey,Home & Kitchen,Mattress Topper,149.0,190.98,0,190.98,131,4.05,4579,False
P00384,PeakLine Shampoo & Conditioner Bundle v1,PeakLine,Beauty & Personal Care,Shampoo & Conditioner Bundle,181.69,263.72,20,210.98,892,3.14,2515,True
P00385,PrimeSelect Facial Cleanser,PrimeSelect,Beauty & Personal Care,Facial Cleanser,470.53,835.7,0,835.7,120,2.92,4780,True
P00386,NovaBrands The Lean Startup,NovaBrands,Books,The Lean Startup,694.66,1156.78,0,1156.78,305,4.32,3384,True
P00387,SkyForge Stand Mixer,SkyForge,Home & Kitchen,Stand Mixer,277.42,688.75,0,688.75,914,4.65,2591,True
P00388,ZenCraft Mixed Nuts (500g),ZenCraft,Grocery & Gourmet,Mixed Nuts (500g),254.16,312.19,5,296.58,462,3.73,2240,True
P00389,ZenCraft Vacuum Cleaner,ZenCraft,Home & Kitchen,Vacuum Cleaner,394.21,859.7,20,687.76,90,4.54,3517,True
P00390,"TechNova Honey (Raw, 500g)",TechNova,Grocery & Gourmet,"Honey (Raw, 500g)",34.99,49.66,15,42.21,382,4.56,115,True
P00391,TechNova Python Programming,TechNova,Books,Python Programming,503.22,747.74,20,598.19,710,4.47,841,True
P00392,PeakLine Adjustable Dumbbells,PeakLine,Sports & Outdoors,Adjustable Dumbbells,659.96,1024.64,30,717.25,297,3.74,3734,True
P00393,ClearPath Lip Balm Set,ClearPath,Beauty & Personal Care,Lip Balm Set,277.47,656.73,0,656.73,367,4.1,3304,True
P00394,TechNova Blender,TechNova,Home & Kitchen,Blender,473.81,652.97,20,522.38,375,3.74,306,True
P00395,SilverKey Protein Shaker Bottle,SilverKey,Sports & Outdoors,Protein Shaker Bottle,500.39,976.66,0,976.66,49,3.64,161,True
P00396,AuraStyle Drone for Kids v1,AuraStyle,Toys & Games,Drone for Kids,103.26,153.98,5,146.28,718,3.36,1254,True
P00397,BoldStep Wireless Earbuds,BoldStep,Electronics,Wireless Earbuds,531.02,1085.59,0,1085.59,276,3.43,3431,True
P00398,NovaBrands Running Shoes,NovaBrands,Clothing,Running Shoes,628.88,1145.79,10,1031.21,623,3.45,1636,True
P00399,BoldStep Clean Code v1,BoldStep,Books,Clean Code,239.8,288.53,15,245.25,508,4.87,3937,True
P00400,PeakLine USB-C Hub,PeakLine,Electronics,USB-C Hub,725.97,1653.44,0,1653.44,685,3.61,4047,False
P00401,NovaBrands Wool Sweater v1,NovaBrands,Clothing,Wool Sweater,724.3,1462.98,0,1462.98,467,4.6,3803,True
P00402,UrbanEdge Mattress Topper,UrbanEdge,Home & Kitchen,Mattress Topper,682.54,1116.83,20,893.46,693,4.06,2561,True
P00403,UrbanEdge Sneakers,UrbanEdge,Clothing,Sneakers,12.69,16.96,10,15.26,662,4.37,3585,True
P00404,SwiftWave Formal Shirt,SwiftWave,Clothing,Formal Shirt,150.38,254.3,10,228.87,985,4.6,3739,True
P00405,BoldStep Matcha Powder,BoldStep,Grocery & Gourmet,Matcha Powder,520.83,1159.28,0,1159.28,115,4.75,1305,True
P00406,GoldenGate Matcha Powder,GoldenGate,Grocery & Gourmet,Matcha Powder,544.32,759.16,0,759.16,388,4.81,2937,True
P00407,LunaGoods Cutting Board,LunaGoods,Home & Kitchen,Cutting Board,94.79,161.64,30,113.15,47,4.91,101,True
P00408,SwiftWave Sapiens,SwiftWave,Books,Sapiens,417.68,868.41,20,694.73,633,4.44,780,True
P00409,NexGen Thinking Fast and Slow v1,NexGen,Books,Thinking Fast and Slow,532.65,1073.77,0,1073.77,152,4.51,447,True
P00410,LunaGoods Storage Organizer,LunaGoods,Home & Kitchen,Storage Organizer,682.24,1585.33,15,1347.53,76,3.45,4027,True
